"location","variable","Unit","Date","Value"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","19.3361183987983"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","18.789355997708"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","19.3506285679257"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","18.7496944378635"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","20.2649288574955"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","20.7567061074892"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","20.106784631034"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","19.7820233964503"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","17.3601400962835"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","18.0529828339004"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","19.2045350782717"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","18.249800522767"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","16.875450138666"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","17.9586729750062"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","19.1126431385104"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","18.0953817278746"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","18.4943399518369"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","18.4521850407235"
"Bulgaria","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","17.8456037834121"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","8.57878206483834"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","7.20167491748565"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","6.85651769922023"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","7.15247806385608"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","7.21299113225458"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","7.46491309620761"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","7.98210035238195"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","7.93731228245303"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","8.39544797763292"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","8.66531500253737"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","8.20234295147764"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","8.61901575611825"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","8.6488314135946"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","9.05940313900162"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","9.39018997523036"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","9.29119033247416"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","9.18312316024043"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","9.25541759735631"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","9.18867518648221"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","9.04815438447649"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","9.17327184447896"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","8.04351279388327"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","7.45305176519462"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","8.123919582142"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","8.1084199227869"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","7.70967750740382"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","8.00973502970616"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","8.02723859924787"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","8.40543826852261"
"Croatia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","8.12167064524761"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","0.402429110491553"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","0.459039767788944"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","0.49761433547343"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","0.552644167319584"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","0.652604781619723"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","0.688291415799239"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","0.821024457725299"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","0.923217875120623"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","0.990470359110206"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","0.878167168141955"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","0.733467755719518"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","0.745748877338435"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","0.842388960445682"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","0.86367027314028"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","0.876425909901972"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","0.883806104799374"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","0.847480104039249"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","1.01580326251801"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","1.06884606369658"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","1.08447883812871"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","1.16641270169051"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","1.21611679550345"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","1.48588351468516"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","1.5343943105141"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","1.5745513755711"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","1.65731176535808"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","1.67774347931388"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","1.96016165067718"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","2.03698863070082"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","2.04061567283282"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","2.16944738199923"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","2.20161803738866"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","2.22283944753239"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","2.35998328051555"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","2.48329139170801"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","2.60198669598402"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","2.63195638643628"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","2.5955233349453"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","2.7590972099623"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","2.68514461236195"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","3.00882426984336"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","2.9588664789449"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","3.00821102748656"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","3.08238078755375"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","3.0083810092488"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","2.92598215893263"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","2.89534274534996"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","2.71192995165806"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","2.42489844203122"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","2.42629299613105"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","2.50160389303182"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","2.72065688925237"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","2.79432632118717"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","2.78243394645728"
"Cyprus","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","2.78591827452121"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","40.273276292297"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","40.5767426627598"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","39.9484430306548"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","41.6706137575034"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","43.4495588227424"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","45.2764409998513"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","47.591113924014"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","47.8606098636027"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","48.1488284314496"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","48.6539539449101"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","50.6426907842722"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","52.0610084730361"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","53.7657783925876"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","54.5206056591483"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","55.0901495350739"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","53.3452967598855"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","52.9540765201292"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","52.3392323910321"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","52.4220935260183"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","54.1698619408357"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","54.2620105746266"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","54.8452131397644"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","56.0768792091745"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","56.3225758270883"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","54.5970586303824"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","46.9289924062723"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","42.7101614281586"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","41.4442281503524"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","41.1031446292166"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","40.0096138835068"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","41.6987742829897"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","43.1367531194876"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","41.3640888229698"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","40.1538651279092"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","38.4888001144444"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","40.6825232349708"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","41.5976919235541"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","41.698775923114"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","44.0721818131189"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","45.1618625519284"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","44.4705874058377"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","45.315524282606"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","44.8101450722872"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","43.9350367709538"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","42.1172093088639"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","43.8676373338639"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","42.9050069038443"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","42.6317775032686"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","41.8015649408586"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","40.8681232610837"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","40.1663173486805"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","39.5517489850662"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","41.3217810945112"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","41.2462535431041"
"Czech Republic","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","40.7278981454464"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","14.2909538485507"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","16.2557821324556"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","16.3472913232351"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","17.0819513594551"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","19.6081387528779"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","20.8929597998304"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","19.7446993862815"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","20.8373149827928"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","20.1603836128506"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","18.34132436017"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","18.0770174623309"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","19.900238361137"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","20.3082208059166"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","20.6030275795523"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","20.5616814918529"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","20.0303447383075"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","17.9913265480387"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","17.1956688572924"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","16.3447168749694"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","16.6180269590117"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","18.7262478147927"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","19.1397015550719"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","18.4504757454636"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","18.2471998115996"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","16.8255747568287"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","17.3482017463548"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","19.9973694090154"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","18.7232901634111"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","19.8462395939602"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","21.2905153152888"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","20.9058629591819"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","24.8770992273092"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","22.5488817685915"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","21.7312283642011"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","21.0622390678606"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","20.2248589734399"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","20.2743762900526"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","20.2098676560629"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","21.7613647062595"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","20.5575924415731"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","19.8278964648052"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","21.8560844989333"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","20.7072681707503"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","19.9210344077135"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","18.7260090467738"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","19.6627766551237"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","18.5498893312119"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","17.1504843526646"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","17.915776236096"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","17.3077725281167"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","16.6964803922562"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","16.8443025860265"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","16.9346160053245"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","16.7275469561899"
"Denmark","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","16.643276789464"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","10.1850913188533"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","10.1361008604742"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","10.289453980475"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","10.1146057471717"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","10.4234786894271"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","10.3540108069055"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","9.34231178238105"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","6.76838119642696"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","5.36851851069833"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","5.42351145799121"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","5.0621231507422"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","5.33707578643537"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","5.27869788754345"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","4.93890846896015"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","4.52876263654185"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","4.63397590195332"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","4.81743273958581"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","4.78834628146449"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","5.20335102735077"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","5.43745499487464"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","5.35448270598718"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","5.26978802361272"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","5.97383068410963"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","5.70674621924013"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","5.0698303087317"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","6.13323375579707"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","6.31981692520957"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","6.39237609905992"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","6.61530370510173"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","6.45284473194569"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","6.0258493780306"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","6.06262049870263"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","6.69446951859014"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","7.089388632356"
"Estonia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","5.70086042966951"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","9.77879154476501"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","11.1354067088566"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","11.708347544676"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","12.7387039251813"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","14.0458461739478"
"Finland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","15.4773576518541"
