EstimateElextricConsumptionCleaned
Timestamp,Date and Time,GUESS
1484352000,2017-01-14T00:00:00,7.19975
1484438400,2017-01-15T00:00:00,7.26238
1484524800,2017-01-16T00:00:00,7.53042
1484611200,2017-01-17T00:00:00,7.51727
1484697600,2017-01-18T00:00:00,7.50411
1484784000,2017-01-19T00:00:00,7.51069
1484870400,2017-01-20T00:00:00,7.76061
1484956800,2017-01-21T00:00:00,7.8198
1485043200,2017-01-22T00:00:00,8.05627
1485129600,2017-01-23T00:00:00,8.01109
1485216000,2017-01-24T00:00:00,8.11497
1485302400,2017-01-25T00:00:00,8.27256
1485388800,2017-01-26T00:00:00,8.33258
1485475200,2017-01-27T00:00:00,8.39368
1485561600,2017-01-28T00:00:00,8.36931
1485648000,2017-01-29T00:00:00,8.31561
1485734400,2017-01-30T00:00:00,8.36931
1485820800,2017-01-31T00:00:00,8.33862
1485907200,2017-02-01T00:00:00,8.66081
1485993600,2017-02-02T00:00:00,8.39675
1486080000,2017-02-03T00:00:00,7.98504
1486166400,2017-02-04T00:00:00,7.752
1486252800,2017-02-05T00:00:00,7.49398
1486339200,2017-02-06T00:00:00,7.17829
1486425600,2017-02-07T00:00:00,7.03756
1486512000,2017-02-08T00:00:00,6.50411
1486598400,2017-02-09T00:00:00,6.65121
1486684800,2017-02-10T00:00:00,6.71111
1486771200,2017-02-11T00:00:00,6.6725
1486857600,2017-02-12T00:00:00,6.55668
1486944000,2017-02-13T00:00:00,6.80119
1487030400,2017-02-14T00:00:00,6.91701
1487116800,2017-02-15T00:00:00,6.87197
1487203200,2017-02-16T00:00:00,6.76258
1487289600,2017-02-17T00:00:00,6.78189
1487376000,2017-02-18T00:00:00,6.90864
1487462400,2017-02-19T00:00:00,6.90161
1487548800,2017-02-20T00:00:00,6.84707
1487635200,2017-02-21T00:00:00,6.68674
1487721600,2017-02-22T00:00:00,6.72617
1487808000,2017-02-23T00:00:00,6.75585
1487894400,2017-02-24T00:00:00,6.89944
1487980800,2017-02-25T00:00:00,7.00022
1488067200,2017-02-26T00:00:00,7.29581
1488153600,2017-02-27T00:00:00,7.26894
1488240000,2017-02-28T00:00:00,7.36971
1488326400,2017-03-01T00:00:00,7.4033
1488412800,2017-03-02T00:00:00,7.45032
1488499200,2017-03-03T00:00:00,7.39556
1488585600,2017-03-04T00:00:00,7.21469
1488672000,2017-03-05T00:00:00,7.05121
1488758400,2017-03-06T00:00:00,7.08104
1488844800,2017-03-07T00:00:00,7.12765
1488931200,2017-03-08T00:00:00,7.15748
1489017600,2017-03-09T00:00:00,7.14211
1489104000,2017-03-10T00:00:00,7.17722
1489190400,2017-03-11T00:00:00,7.28256
1489276800,2017-03-12T00:00:00,7.33874
1489363200,2017-03-13T00:00:00,7.35981
1489449600,2017-03-14T00:00:00,7.38088
1489536000,2017-03-15T00:00:00,7.38088
1489622400,2017-03-16T00:00:00,7.41599
1489708800,2017-03-17T00:00:00,7.43701
1489795200,2017-03-18T00:00:00,7.52893
1489881600,2017-03-19T00:00:00,7.64397
1489968000,2017-03-20T00:00:00,7.61172
1490054400,2017-03-21T00:00:00,7.54573
1490140800,2017-03-22T00:00:00,7.71581
1490227200,2017-03-23T00:00:00,7.71439
1490313600,2017-03-24T00:00:00,7.87389
1490400000,2017-03-25T00:00:00,7.69989
1490486400,2017-03-26T00:00:00,7.69989
1490572800,2017-03-27T00:00:00,7.67088
1490659200,2017-03-28T00:00:00,7.76514
1490745600,2017-03-29T00:00:00,7.59838
1490832000,2017-03-30T00:00:00,7.45074
1490918400,2017-03-31T00:00:00,6.93644
1491004800,2017-04-01T00:00:00,6.71699
1491091200,2017-04-02T00:00:00,6.36927
1491177600,2017-04-03T00:00:00,6.6309
1491264000,2017-04-04T00:00:00,6.37263
1491350400,2017-04-05T00:00:00,6.49381
1491436800,2017-04-06T00:00:00,6.58627
1491523200,2017-04-07T00:00:00,6.94623
1491609600,2017-04-08T00:00:00,7.15001
1491696000,2017-04-09T00:00:00,7.39512
1491782400,2017-04-10T00:00:00,7.20124
1491868800,2017-04-11T00:00:00,7.49206
1491955200,2017-04-12T00:00:00,7.35358
1492041600,2017-04-13T00:00:00,7.25236
1492128000,2017-04-14T00:00:00,7.13389
1492214400,2017-04-15T00:00:00,7.27513
1492300800,2017-04-16T00:00:00,7.22796
1492387200,2017-04-17T00:00:00,7.19921
1492473600,2017-04-18T00:00:00,7.09664
1492560000,2017-04-19T00:00:00,7.14552
1492646400,2017-04-20T00:00:00,7.23214
1492732800,2017-04-21T00:00:00,7.43423
1492819200,2017-04-22T00:00:00,7.39092
1492905600,2017-04-23T00:00:00,7.44145
1492992000,2017-04-24T00:00:00,7.3404
1493078400,2017-04-25T00:00:00,7.35484
1493164800,2017-04-26T00:00:00,7.42701
1493251200,2017-04-27T00:00:00,7.48713
1493337600,2017-04-28T00:00:00,7.26558
1493424000,2017-04-29T00:00:00,7.47047
1493510400,2017-04-30T00:00:00,7.45847
1493596800,2017-05-01T00:00:00,7.64856
1493683200,2017-05-02T00:00:00,7.72329
1493769600,2017-05-03T00:00:00,7.57385
1493856000,2017-05-04T00:00:00,7.72576
1493942400,2017-05-05T00:00:00,7.67512
1494028800,2017-05-06T00:00:00,7.63895
1494115200,2017-05-07T00:00:00,7.75469
1494201600,2017-05-08T00:00:00,7.97171
1494288000,2017-05-09T00:00:00,7.95001
1494374400,2017-05-10T00:00:00,8.14368
1494460800,2017-05-11T00:00:00,7.97605
1494547200,2017-05-12T00:00:00,8.23799
1494633600,2017-05-13T00:00:00,8.24885
1494720000,2017-05-14T00:00:00,8.31351
1494806400,2017-05-15T00:00:00,8.33069
1494892800,2017-05-16T00:00:00,8.23382
1494979200,2017-05-17T00:00:00,8.66014
1495065600,2017-05-18T00:00:00,9.05526
1495152000,2017-05-19T00:00:00,9.52646
1495238400,2017-05-20T00:00:00,9.97679
1495324800,2017-05-21T00:00:00,10.1977
1495411200,2017-05-22T00:00:00,10.3618
1495497600,2017-05-23T00:00:00,11.154
1495584000,2017-05-24T00:00:00,11.2443
1495670400,2017-05-25T00:00:00,11.564
1495756800,2017-05-26T00:00:00,11.552
1495843200,2017-05-27T00:00:00,11.6921
1495929600,2017-05-28T00:00:00,11.9826
1496016000,2017-05-29T00:00:00,12.1319
1496102400,2017-05-30T00:00:00,12.2508
1496188800,2017-05-31T00:00:00,12.359
1496275200,2017-06-01T00:00:00,12.4346
